Model,Scenario,Region,Country,Subvector,Initial Extent (Mha),Initial Loss Rate (%),Rate of Improvement,Mitigation (Mg CO2/ha),1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
PD21,pathway,SSA-M,Angola,Avoided Peat Impacts,0.990955,-0.002985875,0.00019,389940.4139,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1080.36357271079,1006.94502616809,933.526479625402,860.10793308271,786.689386540018,713.270839997326,639.852293454634,566.433746911941,493.015200369249,419.596653826557,346.178107283865,272.759560741173,199.341014198481,125.922467655789,52.5039211130964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,LAM-M,Argentina,Avoided Coastal Impacts,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,LAM-M,Argentina,Avoided Forest Conversion,45.62324,-0.620235874,0.00019,434325.9454,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12286430.2537108,12282665.3359102,12278900.4181096,12275135.500309,12271370.5825084,12267605.6647078,12263840.7469073,12260075.8291067,12256310.9113061,12252545.9935055,12248781.0757049,12245016.1579043,12241251.2401037,12237486.3223031,12233721.4045025,12229956.4867019,12226191.5689014,12222426.6511008,12218661.7333002,12214896.8154996,12211131.897699,12207366.9798984,12203602.0620978,12199837.1442972,12196072.2264966,12192307.308696,12188542.3908955,12184777.4730949,12181012.5552943,12177247.6374937,12173482.7196931,12169717.8018925,12165952.8840919,12162187.9662913,12158423.0484907,12154658.1306901,12150893.2128896,12147128.295089,12143363.3772884,12139598.4594878,12135833.5416872,12132068.6238866,12128303.706086,12124538.7882854,12120773.8704848,12117008.9526842,12113244.0348837,12109479.1170831,12105714.1992825,12101949.2814819,12098184.3636813,12094419.4458807,12090654.5280801,12086889.6102795,12083124.6924789,12079359.7746783,12075594.8568778,12071829.9390772,12068065.0212766,12064300.103476,12060535.1856754,12056770.2678748,12053005.3500742,12049240.4322736,12045475.514473,12041710.5966724,12037945.6788719,12034180.7610713,12030415.8432707,12026650.9254701,12022886.0076695,12019121.0898689,12015356.1720683,12011591.2542677,12007826.3364671,12004061.4186665,12000296.500866,11996531.5830654,11992766.6652648,11989001.7474642,11985236.8296636,11981471.911863
PD21,pathway,LAM-M,Argentina,Avoided Peat Impacts,0.290693932,-0.620235874,0.00019,14526.20767,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2618.25557451913,2617.45326523845,2616.65095595777,2615.84864667709,2615.04633739641,2614.24402811572,2613.44171883504,2612.63940955436,2611.83710027368,2611.034790993,2610.23248171231,2609.43017243163,2608.62786315095,2607.82555387027,2607.02324458959,2606.22093530891,2605.41862602822,2604.61631674754,2603.81400746686,2603.01169818618,2602.2093889055,2601.40707962482,2600.60477034413,2599.80246106345,2599.00015178277,2598.19784250209,2597.39553322141,2596.59322394073,2595.79091466004,2594.98860537936,2594.18629609868,2593.383986818,2592.58167753732,2591.77936825663,2590.97705897595,2590.17474969527,2589.37244041459,2588.57013113391,2587.76782185323,2586.96551257254,2586.16320329186,2585.36089401118,2584.5585847305,2583.75627544982,2582.95396616914,2582.15165688845,2581.34934760777,2580.54703832709,2579.74472904641,2578.94241976573,2578.14011048504,2577.33780120436,2576.53549192368,2575.733182643,2574.93087336232,2574.12856408164,2573.32625480095,2572.52394552027,2571.72163623959,2570.91932695891,2570.11701767823,2569.31470839754,2568.51239911686,2567.71008983618,2566.9077805555,2566.10547127482,2565.30316199414,2564.50085271345,2563.69854343277,2562.89623415209,2562.09392487141,2561.29161559073,2560.48930631005,2559.68699702936,2558.88468774868,2558.082378468,2557.28006918732,2556.47775990664,2555.67545062596,2554.87314134527,2554.07083206459,2553.26852278391
PD21,pathway,CAS,Armenia,Avoided Coastal Impacts,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,CAS,Armenia,Avoided Forest Conversion,0.373296,,0.00019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,CAS,Armenia,Avoided Peat Impacts,0.00135,-0.000585419,0.00019,4001434.53,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,2.13602837456439,1.10966041761939,0.083292460674395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,ANUZ,Australia,Avoided Coastal Impacts,0.995307,-0.615480153,0.012,1324.124114,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,795.332528158404,779.517608164008,763.702688169612,747.887768175216,732.07284818082,716.257928186424,700.443008192028,684.628088197632,668.813168203236,652.99824820884,637.183328214444,621.368408220048,605.553488225652,589.738568231256,573.92364823686,558.108728242464,542.293808248068,526.478888253672,510.663968259276,494.84904826488,479.034128270484,463.219208276088,447.404288281692,431.589368287296,415.7744482929,399.959528298504,384.144608304108,368.329688309712,352.514768315316,336.69984832092,320.884928326524,305.070008332128,289.255088337732,273.440168343336,257.62524834894,241.810328354544,225.995408360148,210.180488365752,194.365568371356,178.550648376961,162.735728382565,146.920808388169,131.105888393773,115.290968399377,99.4760484049806,83.6611284105846,67.8462084161886,52.0312884217926,36.2163684273968,20.4014484330008,4.58652843860482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,ANUZ,Australia,Avoided Forest Conversion,118.1412,-0.032778171,0.00019,68928.3458,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,265374.519241167,263827.29651867,262280.073796173,260732.851073676,259185.628351179,257638.405628682,256091.182906184,254543.960183687,252996.73746119,251449.514738693,249902.292016196,248355.069293699,246807.846571202,245260.623848705,243713.401126207,242166.17840371,240618.955681213,239071.732958716,237524.510236219,235977.287513722,234430.064791225,232882.842068728,231335.61934623,229788.396623733,228241.173901236,226693.951178739,225146.728456242,223599.505733745,222052.283011248,220505.060288751,218957.837566254,217410.614843756,215863.392121259,214316.169398762,212768.946676265,211221.723953768,209674.501231271,208127.278508774,206580.055786277,205032.833063779,203485.610341282,201938.387618785,200391.164896288,198843.942173791,197296.719451294,195749.496728797,194202.2740063,192655.051283802,191107.828561305,189560.605838808,188013.383116311,186466.160393814,184918.937671317,183371.71494882,181824.492226323,180277.269503826,178730.046781328,177182.824058831,175635.601336334,174088.378613837,172541.15589134,170993.933168843,169446.710446346,167899.487723848,166352.265001351,164805.042278854,163257.819556357,161710.59683386,160163.374111363,158616.151388866,157068.928666369,155521.705943872,153974.483221374,152427.260498877,150880.03777638,149332.815053883,147785.592331386,146238.369608889,144691.146886392,143143.924163895,141596.701441397,140049.4787189
PD21,pathway,ANUZ,Australia,Avoided Peat Impacts,1.145496112,-0.032778171,0.00019,252594.7261,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9429.26594198511,9374.29014941985,9319.31435685459,9264.33856428933,9209.36277172407,9154.38697915882,9099.41118659356,9044.4353940283,8989.45960146304,8934.48380889778,8879.50801633252,8824.53222376727,8769.55643120201,8714.58063863675,8659.60484607149,8604.62905350623,8549.65326094097,8494.67746837572,8439.70167581046,8384.7258832452,8329.75009067994,8274.77429811468,8219.79850554942,8164.82271298417,8109.84692041891,8054.87112785365,7999.89533528839,7944.91954272313,7889.94375015787,7834.96795759261,7779.99216502736,7725.0163724621,7670.04057989684,7615.06478733158,7560.08899476632,7505.11320220106,7450.1374096358,7395.16161707055,7340.18582450529,7285.21003194003,7230.23423937477,7175.25844680951,7120.28265424426,7065.306861679,7010.33106911374,6955.35527654848,6900.37948398322,6845.40369141796,6790.4278988527,6735.45210628745,6680.47631372219,6625.50052115693,6570.52472859167,6515.54893602641,6460.57314346115,6405.59735089589,6350.62155833064,6295.64576576538,6240.66997320012,6185.69418063486,6130.7183880696,6075.74259550434,6020.76680293909,5965.79101037383,5910.81521780857,5855.83942524331,5800.86363267805,5745.88784011279,5690.91204754754,5635.93625498228,5580.96046241702,5525.98466985176,5471.0088772865,5416.03308472124,5361.05729215599,5306.08149959073,5251.10570702547,5196.12991446021,5141.15412189495,5086.17832932969,5031.20253676443,4976.22674419918
PD21,pathway,EU15,Austria,Avoided Coastal Impacts,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,EU15,Austria,Avoided Forest Conversion,4.576044,,0.00019,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,EU15,Austria,Avoided Peat Impacts,0.12,-0.000185858,0.00019,2881913.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,CAS,Azerbaijan,Avoided Coastal Impacts,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PD21,pathway,CAS,Azerbaijan,Avoided Forest Conversion,1.607537,-0.000585419,0.00019,35.81245407,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.022764210531485,0.011825939985603,0.000887669439721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
